,sentiment,tweet
302,0,karenucol ah i bet it does ive been like craving to play softball or basketball but i have noo time 
303,0,is terrified she accidentally deleted a reference in her management assignment and hopes she doesnt get in trouble when she gets back 
304,0,amazon s plugin not worked in my website it need php but my hosting provider has only php very sad
305,0,argh i was suuuper sleepy an hour ago now im wide awake hope i dont stay up all night 
306,0,austinhill i wish i was sold out if you have some time let me know i would love to hear more about what you are up to
307,0,just watched tropic thunder dreading tomorrow 
308,0,qweendassah nohes still missn 
309,0,chiefdelphi is down 
310,0,httptwitpiccomywr according to my bro our new puppy had a poo fight and was covered in poop picture stolen from him
311,0,playing game at home my new boss didnt call me yet 
312,0,su yin huen tweeted i feel unbearable guilt i made my staff cry httptinyurlcomcwlt
313,0,poor joshy is sick those damn tejanos
314,0,my thoughts are with sandra cantus family at this difficult and sad time 
315,0,franzglaus i know just wanted to let everybody know what was happening 
316,0,michigan who i dont know them sigh shameful
317,0,i have to fill two hours 
318,0,alicayaba so cuuute hey i miss you na its not the same not seeing you girls everyday 
319,0,jonathanrknight oh did i mention it quotgooooood moooorniiiiiiingquot from germany im back in my cageor bettermy office 
320,0,throat is closing up and i had some string cheese not a good idea 
321,0,aww sandra cantu is found dead in a suitcase missing children stories never seem to go good poor family
322,0,wishing i was home underneath my covers 
323,0,walking home from school drains all my energy 
324,0,ridley i agree the shapeshifting is a copout i was so excited for angelas ep i thought it was this week noah was awesome tho
325,0,savethestrib dang i would have done this if i knew it was there earlier any other outings planned
326,0,i wish i was better at writing its taking me so long to write this paper 
327,0,and of course i have access to my halo mythic map pack redownload but bad news not the legendary map pack ugh ms 
328,0,veneia not yet unfortunately another few weeks ive been told how are you ive been a little bit busy with my latest project
329,0,thecoolestout ha the suns already gone 
330,0,day a lot harder than day lets see how day goes tomorrow 
331,0,my man crush jake peavy let me down gayforpeavy
332,0,trishzw megafast trip you have time during day tomweds or you going out tonight want to see you bad tried to warn you tech fail 
333,0,michigan state you make me sad 
334,0,omg my mouth is in so much pain i just wanna sleep untill its time to take my braces off
335,0,getting annoyed easily today gtgtgt biofuel proposal getting annoyed easily today gtgtgt biof httptinyurlcomceprvs
336,0,mizzchievouz hey girl the site is back girlyvue is back and they have even more videos 
337,0,ahleyf im spending time with my grandma early tomorrow and i cant leave skittles by herself 
338,0,just got home from watching michigan state get tromped 
339,0,oh jewbus two years worth of classes work is alot to organize gtlt im not finishing tonight its not possiblemy bones ache 
340,0,griffmiester no exchanging for me my laptop hasnt arrived 
341,0,hyperbets i hope this doesnt last too long i feel miserable
342,0,rcompo rachel hang outage is neccessary i was gonna be home this wekend but dumb folk make me work so im free f and sat until 
343,0,theleaguesf not fun amp furious the new mantra for the bay breakers it was getting rambunctiousthe city overreacted amp clamped down 
344,0,amberbenson my hubby for some reason thinks its more important he has a good spot for red carpet for the trek movie premiere sod
345,0,i swear no matter how long ive been getting up at am it never gets any easier man my eyes hurts wah 
346,0,jeffreestar jeffree how do you keep your hair one color my permanent dye fades within the week 
347,0,otakusecret my reaction too whoa didnt see that coming
348,0,still sick feeling a bit better got some new medicine hope i feel good after a night of sleep ohh and its suppose to snow wtf 
349,0,dangermuse i think maybe you should get a couple more hours of sleep hon how productive can you be right now if ur dog tired i worry 
350,0,maddyva thanks a lot learned a lot of new words but didnt find what i was looking for 
351,0,wish i had all the xblm downloads all on the gamertag hitokyri this gamertag thing is nonsense and im tired of it 
352,0,new testament test at am 
353,0,scoutbuck tons no hay troll ahhhh 
354,0,stupid movies we watched mirrors ugggggh stooopeeed rip off 
355,0,httptwitpiccomyyi i love you buck 
356,0,last one but still not done 
357,0,homework 
358,0,i dont understand why things get taken away i didnt have enough time with him its unfair i want him back he was like my baby 
359,0,scratch that du in heif two in a half cookies my tum just cant take anymore shoog poots 
360,0,cococourtney i was just listening to the sweets for the first time in forever i miss them so much can we go to chi town for visits plz
361,0,geez what a busy afternoon meetings emails meetings and email and more meetings pm and the day is still going ah its dark and 
362,0,dang another spring break how cool is that too bad i have to work all week oh well more money for a phone ttyl everbody
363,0,sarakate im afraid too ur reply about uni from ages ago
364,0,feeling down 
365,0,carvin lol they are some emotional ass men omg all this late night eating both of us are broke 
366,0,nickcarter aww nick i like your hair longer why did you cut it off break my heart
367,0, wonder if jon lost the net
368,0,wow the most depressing thing in the world is losing a video that youve created in a matter of seconds fml
369,0,nchokkan httpswwwmycomicshopcomsearchtid but all says not in stock 
370,0,poohpot lmao im sorry poohpot i ate it all 
371,0,any chance softbelly for mtub isnt loud 
372,0,time to move my posterior and lose some fat my articulation are creaking so no more running but im drool for some swimming
373,0,listening to nathan cry 
374,0,today sucked im gonna die without chris and callum wahhh
375,0,stou site not update no info about exam and open course i must wait for mail notices and doc um 
376,0,ohsbratim sorry im feeling kinda yucky myself am is going to come too quick 
377,0,is in love with scrappy and is missin him already 
378,0,wants to hear seblefebvre s song but myspace is messing with me 
379,0,bad news was dad has cancer and is dying good news new business started and i am now a life coach practising holistic weight management
380,0,duchessrebecca man intervention is soo sad 
381,0,help i need a new boyfriend im stuck in a rut 
382,0,i feel like a complete idiot im the only one who doesnt get how this shit works help me 
383,0,saw an ad on craigslist for a casting call for a female host on g i was totally psyched but realized it was a hoax 
384,0,pepperoni rolls in la i called valentinos they said that they had sausage rolls but no pepperoni rolls httptinyurlcomcecka
385,0,soillodge yes it will be its only monday 
386,0,i want the new gg episode already 
387,0,i miss watching rockos modern life 
388,0,rip sandraits so sad how can someone do something like that
389,0,keeping my fingers crossed for my buddy he is not feeling well
390,0,wait should i eat or be skinny for vegas im hungry 
391,0,margeinovera i tried tweetdeck once and i hated it with a passion or it hated me im not sure 
392,0,benackerman btw my iphone is acting funny dying quickly and freezing and bs im not admitting anything just sayin 
393,0,sitting here wondering why quotedquot still has such a strong hold on me 
394,0,bananaface im sorry i got you sick lol going to bed too night
395,0,carolrainbow no internet at home have to drive into ox to use internet because of builders 
396,0,stevebuscemi the weather in canada is freezing 
397,0,twiggassssssss i been out of range all day im back now and hopefully for good
398,0,danadearmond 
399,0,anyone who reads this pray for my grandma shes in pain 
400,0, woke up and was having an accident quotits pushing its pushingquot he was crying because he couldnt stop from wetting his pants 
401,0,home from franklin street i almost jumped over a fire someone kicked it before i could jenny lost her shoe
402,0,johnnybeane hey you just changed your default 
403,0,finally gave in and was bored enough to start this thing i think the is going to be a problem for me tho its like a myspace status
404,0,ellievolia if oooonly we were really so lucky eh and awh definitely too early for work
405,0,buttload of homework 
406,0,needs another copy of visual studio 
407,0,why to we the only school in the world be in this weekmy school is silly anyway look on the bright side when im off u will be in
408,0,omg ive an economics test and i dont know all the things i have to know and omg im gonna fail 
409,0,robcthegeek once upon a time hundred islands was the pride of philippine tourism but coralclamrare fish poaching did it in kinda sad 
410,0,henkuyinepu yeah apparently i have really bad taste 
411,0,hummiemd i know i was really surprised since everyone recommends them on youtube i have to call them tomorrow and figure it all out
412,0,waiting at the airport for my ride while i get harassed by men trying to sell me ugly hats why me i just want to sleep
413,0,i left my ids at the location and now i can not go out to bars fuckkkkkkkkkkkkk
414,0,celycarmo im sorry i dont understand your last comment 
415,0,officialrandl when is the announcement i stayed up late last night 
416,0,kishorek this is strange illegal torrents avlbl everywhere legal dvd not in stock what do i do now
417,0,its not enough to say that imiss u 
418,0,this trolley has up packed in like sardines padre game and they remove a car good call mts 
419,0,randomlynat jeez i was just trying to help haha
420,0,supamagg that happened to me saturday night along with my glittery green lighter 
421,0,trying to reduce the number of cigarettes in each day 
422,0,yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to 
423,0,gotta do my cooking assignment its too hard
424,0,treesahquiche okay about the applepears ive talked to a few people and theyve all had them before no one ever told me never 
425,0,jennifermf i know im a night owl by nature hahaha am i a time zone behind you its almost here
426,0,mamasvan lol nope but i did have complete camerafail 
427,0,maxime megelder but im useless if i dont sleep its not fair i want all the fun as well
428,0,my pookie has a uti i have to be nurse gabbie and get him back to no more sodas
429,0,jillianfish tweet something damn it and hang out with me please 
430,0,anistorm 
431,0,im so behind in video games and everything for that matter im yesterdays news 
432,0,sleeptilnoon i did it was the only one left but i got tempted and ate it soon as i got home i had a chocolate velvet amp ate d mocha
433,0,is stressing out because my blackberry keeps flashing a red alert status for no reason its faking me out and i hate it 
434,0,httptwitpiccomye i wanna wear my doc martens out havent worn them since december 
435,0,when to the shoe repair shop and the guy could not find my shoes so i have to go back and see if he can find them in a couple days 
436,0,bbarnett i did not really see that coming 
437,0,just woke up from the most vivid sketchy notcool dreams of my life time to stare at the wall with the lights on 
438,0,itll take days for my sister to get her passport 
439,0,nicolerichie oh my yes i miss 
440,0,uh oh i think i am getting sick 
441,0,good god they ruined my belly button 
442,0,watching who framed roger rabbit makes me miss toon town 
443,0,akianz renting but very cheap renting and awesome house we had buying attempts fall through 
444,0,running nose spinning head not a good combination for a meeting 
445,0,eazydoesit negative you lost my vote of confidence 
446,0,nasty budget due and my iphone is being sent to apple today 
447,0,sofiinoel thats bad 
448,0,dammit episode of kings wont play for some reason stopped in the middle now wont do anything
449,0,im so upset that i missed my chat and quiz online because my free internet has ceased 
450,0,cant believe it im in disbelief of it all in a way really how much can i take from people and always get hurt by others 
451,0,car show season has started without me 
452,0,my throat is raw 
453,0,kevchoice i just dont get it what in a persons mind could even have them on some ish like this my prayers are with her fam for real
454,0,frago i hate you i didnt need to see that i need to call my therapist now 
455,0,twilight didnt come yesterday fingers crossed for today
456,0,nilelegania glad i was able help you feel better i hate to see you sick love you
457,0,is tireddddddd want to sleep but i have an assignment to finish and an exam tomorrow to study for 
458,0,you know i was thinking i need money 
459,0,omgits jst teusday 
460,0,ddlovato davidhenrie ummmmm i cant find it 
461,0,just heard that they found sandra cantu she was only yrs old 
462,0,corrosivecandy ive forgotten how to snoosnoo i wonder if snoosnoo and i will ever meet again
463,0,amanorris wow that last tweet made me seem like a giant sexistsorry about that 
464,0,my bathtub drain is fired it haz job do amp it iz fail i got all drano on its ass amp iz still not draining i wanna shower dangit 
465,0,stuck at home 
466,0,nomadicmatt mine is how do you get it up
467,0,duckling in famous childrens book stolen from bostons public garden the boston globe httptinyurlcomdchtx via sharethis oh no 
468,0,appomattoxnews thank you however i hate to be on the same list that includes convicts 
469,0,heading to altrincham again out of hours install 
470,0,morning good im bloody knackered work is not for me today helppp xxx
471,0,jeffreecuntstar i dont have a garage but you can park in my driveway
472,0,lauredhel what happened
473,0,quoton popular musicquot by twadorno is probably the most difficult reading ever prescribed im actually struggling to continue 
474,0,httptwitpiccomye cant see the flowers falling i dont have a camera just my cellphone
